text,sentiment,source,text_cleaned,text_lemmatised
"Laying here at 4:30am wondering if nuclear winter will fix global warming. 
Cause even my insomnia has a bitchy, smartass side.",neutral,Dataset B,laying here at am wondering if nuclear winter will fix global warming cause even my insomnia has a bitchy smartass side,lay wonder nuclear winter fix global warming cause insomnia bitchy smartass
An excellent lecture at the Royal Society about the difference between climate change deniers (of which there are … https://t.co/oTOsws2yXb,positive,Dataset B,an excellent lecture at the royal society about the difference between climate change deniers of which there are,excellent lecture royal society difference climate change denier
Its sunny day so I set solar pannel charger on the ground because of decreasing CO2climate changeglobal warming,neutral,Dataset A,its sunny day so i set solar pannel charger on the ground because of decreasing coclimate changeglobal warming,sunny day set solar pannel charger ground decrease coclimate changeglobal warming
CAUSE ITS THE TRUTH BYE... Thats why your president doesnt believe in global warming... Cause yall think 90F is nor… https://t.co/opGs1tESAP,positive,Dataset B,cause its the truth bye thats why your president doesnt believe in global warming cause yall think f is nor,cause truth bye s president not believe global warming cause you think f
@jordantcarlson @cblatts did you read the article in question? author acknowledges anthropogenic climate change as… https://t.co/Ceudl2gp94,neutral,Dataset B,user user did you read the article in question author acknowledges anthropogenic climate change as,user user read article question author acknowledge anthropogenic climate change
"https://t.co/NrKyKm19BF
How one state bridged the cultural divide on climate change to prepare for a stormier futurâ€¦ https://t.co/trhSpT6qAF",neutral,Dataset B,how one state bridged the cultural divide on climate change to prepare for a stormier futurâ,state bridge cultural divide climate change prepare stormy futurâ
@aliyajasmine @VanJones68 @green4EMA A year or two ago the Pentagon came out and said that climate change was a threat to national security.,neutral,Dataset B,user user user a year or two ago the pentagon came out and said that climate change was a threat to national security,user user user year ago pentagon come say climate change threat national security
"On Saturday morning, 200 hackers at UC Berkeley gathered to save federal climate change data before it gets erased.… https://t.co/UD4imgh9Ng",positive,Dataset B,on saturday morning hackers at uc berkeley gathered to save federal climate change data before it gets erased,saturday morning hacker uc berkeley gather save federal climate change datum get erase
"If global warming is real, then why did @clubpenguin shut down?",neutral,Dataset B,if global warming is real then why did user shut down,global warming real user shut
Don’t care if it’s not quite cold enough. It’s November and I won’t let global warming ruin coat and scarf season,neutral,Dataset B,dont care if its not quite cold enough its november and i wont let global warming ruin coat and scarf season,not care cold november will not let global warming ruin coat scarf season
@realDonaldTrump Here in the Netherlands we are bout to fucking drown if this doesnt stop so do something about the global warming!!,positive,Dataset B,user here in the netherlands we are bout to fucking drown if this doesnt stop so do something about the global warming,user netherlands bout fucking drown not stop global warming
@lisanandy right on so many levels on her take on the importance of the Climate Change Talks.,positive,Dataset B,user right on so many levels on her take on the importance of the climate change talks,user right level importance climate change talk
"And above all, 3) TALK TO  YOUR POLITICIANS. Do not let this anti-global climate change conspiracy continue to infect our gov't.",positive,Dataset B,and above all talk to your politicians do not let this antiglobal climate change conspiracy continue to infect our govt,talk politician let antiglobal climate change conspiracy continue infect govt
The realities of covering climate change in news and broadcast meteorology at #OSSTahoe @KeithStellman @BrandonCNNâ€¦ https://t.co/VGl6ggagIt,neutral,Dataset B,the realities of covering climate change in news and broadcast meteorology at #osstahoe user user,reality cover climate change news broadcast meteorology osstahoe user user
This is it! @BillNye superhero costume to fight Trump's climate change denying agenda. #thescienceguy https://t.co/5NoQ6B1alG,positive,Dataset B,this is it user superhero costume to fight trumps climate change denying agenda #thescienceguy,user superhero costume fight trumps climate change deny agenda thescienceguy
Why are conservatives so against acknowledging climate change and our affect on it???????,positive,Dataset B,why are conservatives so against acknowledging climate change and our affect on it,conservative acknowledge climate change affect
@rousseau_ist Will You Join This Movement For Justice And Climate Change? https://t.co/u39q9jwd61,positive,Dataset B,user will you join this movement for justice and climate change,user join movement justice climate change
"@washingtonpost @IvankaTrump also was supposed to be for climate change, clean air,water &amp; land plus women's rights… https://t.co/27OZDzSCv8",positive,Dataset B,user user also was supposed to be for climate change clean airwater land plus womens rights,user user suppose climate change clean airwater land plus women right
More proof that liberals are morons about climate change https://t.co/bVnfsgI5mX https://t.co/tWEyn4PxEe,negative,Dataset B,more proof that liberals are morons about climate change,proof liberal moron climate change
With regards to climate change https://t.co/hsNKbltMK2,neutral,Dataset B,with regards to climate change,regard climate change
@CNNPolitics No one living in 1950 is aware of climate change.,neutral,Dataset B,user no one living in is aware of climate change,user live aware climate change
Four World Leaders to Watch on Climate Change - Wall Street Journal (blog) http://t.co/lgLwMRslb5,positive,Dataset B,four world leaders to watch on climate change wall street journal blog,world leader watch climate change wall street journal blog
"Pagtatanim ng kabute, isinusulong bilang tugon kontra climate change https://t.co/gcBXYhRB8l https://t.co/fvqlMwyfFs",neutral,Dataset B,pagtatanim ng kabute isinusulong bilang tugon kontra climate change,pagtatanim ng kabute isinusulong bilang tugon kontra climate change
Pengen gak tenggelem -&gt; stop global warming. Itu es2 kutub jangan dibiarin cair. Itu hutan jgn jd lahan sawit. #random,neutral,Dataset B,pengen gak tenggelem stop global warming itu es kutub jangan dibiarin cair itu hutan jgn jd lahan sawit #random,pengen gak tenggelem stop global warm itu es kutub jangan dibiarin cair itu hutan jgn jd lahan sawit random
